frame_path,true_label,true_intensity,predicted_label,predicted_intensity,correct_label,prob_angry,prob_happy,prob_neutral,prob_sad,prob_surprised
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036445874.jpg,happy,1,neutral,N/A,0,0.000715,0.102679,0.837275,0.049993,0.009337
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446073.jpg,happy,1,neutral,N/A,0,0.000527,0.079895,0.866661,0.047762,0.005156
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446275.jpg,happy,1,neutral,N/A,0,0.000632,0.067638,0.871704,0.054144,0.005883
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446473.jpg,happy,1,neutral,N/A,0,0.000655,0.061728,0.876266,0.053882,0.007468
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446675.jpg,happy,1,neutral,N/A,0,0.000648,0.065218,0.875879,0.051435,0.006821
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446874.jpg,happy,1,neutral,N/A,0,0.000661,0.072994,0.863074,0.056533,0.006737
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447071.jpg,happy,1,neutral,N/A,0,0.000770,0.079858,0.860663,0.049787,0.008922
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447276.jpg,happy,1,neutral,N/A,0,0.000701,0.066070,0.876899,0.049223,0.007108
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447464.jpg,happy,1,neutral,N/A,0,0.000472,0.088322,0.866925,0.039327,0.004954
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447663.jpg,happy,1,neutral,N/A,0,0.000549,0.027436,0.939442,0.027569,0.005004
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450596.jpg,happy,2,neutral,N/A,0,0.000391,0.358310,0.598939,0.033060,0.009301
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450766.jpg,happy,2,neutral,N/A,0,0.000553,0.285814,0.666240,0.034003,0.013389
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450973.jpg,happy,2,neutral,N/A,0,0.000536,0.404590,0.555684,0.028688,0.010502
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451176.jpg,happy,2,neutral,N/A,0,0.000631,0.247731,0.710268,0.030135,0.011236
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451375.jpg,happy,2,neutral,N/A,0,0.000787,0.423632,0.535155,0.020172,0.020254
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451577.jpg,happy,2,neutral,N/A,0,0.000742,0.397172,0.560579,0.021256,0.020251
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451776.jpg,happy,2,neutral,N/A,0,0.000949,0.390331,0.564853,0.023516,0.020350
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451973.jpg,happy,2,neutral,N/A,0,0.000875,0.360290,0.597267,0.021314,0.020254
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452172.jpg,happy,2,neutral,N/A,0,0.000800,0.323692,0.632001,0.024036,0.019471
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452377.jpg,happy,2,neutral,N/A,0,0.000613,0.404698,0.548722,0.030304,0.015663
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452574.jpg,happy,2,neutral,N/A,0,0.000486,0.254293,0.701037,0.033870,0.010314
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452776.jpg,happy,2,neutral,N/A,0,0.000608,0.327372,0.626211,0.032030,0.013779
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452974.jpg,happy,2,neutral,N/A,0,0.000579,0.206771,0.729428,0.056999,0.006223
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453178.jpg,happy,2,neutral,N/A,0,0.000601,0.242406,0.723745,0.021784,0.011464
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453372.jpg,happy,2,neutral,N/A,0,0.000456,0.188245,0.773066,0.029213,0.009020
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453579.jpg,happy,2,neutral,N/A,0,0.000454,0.178400,0.784295,0.027132,0.009718
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453774.jpg,happy,2,neutral,N/A,0,0.000570,0.219055,0.742757,0.026191,0.011427
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453974.jpg,happy,2,neutral,N/A,0,0.000600,0.196996,0.763068,0.030223,0.009113
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454176.jpg,happy,2,neutral,N/A,0,0.000570,0.145172,0.817370,0.030496,0.006392
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454374.jpg,happy,2,neutral,N/A,0,0.000781,0.304840,0.655110,0.022381,0.016888
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454565.jpg,happy,2,neutral,N/A,0,0.000720,0.152508,0.799950,0.035251,0.011571
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454763.jpg,happy,2,neutral,N/A,0,0.000788,0.368191,0.584713,0.026836,0.019472
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454964.jpg,happy,2,neutral,N/A,0,0.000707,0.275685,0.679434,0.026956,0.017218
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455173.jpg,happy,2,neutral,N/A,0,0.000630,0.149602,0.808134,0.029106,0.012527
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455377.jpg,happy,2,neutral,N/A,0,0.000753,0.210051,0.742223,0.028909,0.018064
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455566.jpg,happy,2,neutral,N/A,0,0.000814,0.161390,0.796794,0.027266,0.013736
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455766.jpg,happy,2,neutral,N/A,0,0.000729,0.227728,0.729258,0.027746,0.014539
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455965.jpg,happy,2,neutral,N/A,0,0.000760,0.122935,0.836109,0.027638,0.012558
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456172.jpg,happy,2,neutral,N/A,0,0.000815,0.128099,0.833549,0.024427,0.013111
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456376.jpg,happy,2,neutral,N/A,0,0.000871,0.150720,0.808596,0.025516,0.014297
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456565.jpg,happy,2,neutral,N/A,0,0.000546,0.156788,0.789026,0.046209,0.007432
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036458709.jpg,happy,3,happy,4.140,1,0.000271,0.827345,0.141092,0.024599,0.006692
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036458876.jpg,happy,3,happy,4.631,1,0.000150,0.925847,0.060594,0.005958,0.007451
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459072.jpg,happy,3,happy,4.705,1,0.000122,0.940630,0.047955,0.004899,0.006393
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459272.jpg,happy,3,happy,4.726,1,0.000093,0.944413,0.043192,0.005129,0.007174
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459478.jpg,happy,3,happy,4.749,1,0.000089,0.949076,0.039624,0.004704,0.006508
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459673.jpg,happy,3,happy,4.660,1,0.000178,0.930880,0.052867,0.006100,0.009976
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459879.jpg,happy,3,happy,4.667,1,0.000136,0.932921,0.053490,0.006426,0.007026
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460077.jpg,happy,3,happy,4.729,1,0.000104,0.945023,0.042725,0.006779,0.005369
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460277.jpg,happy,3,happy,4.635,1,0.000122,0.926376,0.058844,0.009193,0.005465
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460478.jpg,happy,3,happy,4.648,1,0.000124,0.929262,0.057363,0.006850,0.006401
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460674.jpg,happy,3,happy,4.676,1,0.000140,0.933884,0.049340,0.007383,0.009254
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460876.jpg,happy,3,happy,4.693,1,0.000162,0.936842,0.045455,0.005640,0.011901
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461079.jpg,happy,3,happy,4.721,1,0.000117,0.943001,0.042192,0.007084,0.007607
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461277.jpg,happy,3,happy,4.441,1,0.000184,0.887037,0.089284,0.015752,0.007742
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461476.jpg,happy,3,happy,4.647,1,0.000154,0.927882,0.054049,0.007062,0.010853
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461676.jpg,happy,3,happy,4.583,1,0.000145,0.915897,0.066904,0.007678,0.009376
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461873.jpg,happy,3,happy,4.475,1,0.000170,0.894296,0.085366,0.009266,0.010902
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462076.jpg,happy,3,happy,4.594,1,0.000143,0.917947,0.064642,0.009333,0.007934
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462270.jpg,happy,3,happy,4.301,1,0.000233,0.860251,0.116608,0.014272,0.008637
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462465.jpg,happy,3,happy,4.370,1,0.000215,0.873958,0.104709,0.010596,0.010522
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462664.jpg,happy,3,happy,4.558,1,0.000156,0.910984,0.071993,0.006884,0.009983
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462878.jpg,happy,3,happy,4.550,1,0.000230,0.908657,0.070498,0.005489,0.015127
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463073.jpg,happy,3,happy,4.265,1,0.000366,0.852110,0.119481,0.009133,0.018911
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463273.jpg,happy,3,happy,4.543,1,0.000263,0.906262,0.068316,0.006704,0.018455
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463478.jpg,happy,3,happy,4.550,1,0.000220,0.908991,0.071422,0.008148,0.011219
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463675.jpg,happy,3,happy,4.644,1,0.000191,0.927194,0.054373,0.007604,0.010638
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463878.jpg,happy,3,happy,4.493,1,0.000237,0.897123,0.079642,0.010062,0.012936
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464074.jpg,happy,3,happy,4.565,1,0.000214,0.911703,0.067893,0.008161,0.012030
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464275.jpg,happy,3,happy,4.495,1,0.000244,0.898092,0.081319,0.007190,0.013156
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464477.jpg,happy,3,happy,4.566,1,0.000209,0.911950,0.067858,0.006882,0.013101
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464675.jpg,happy,3,happy,4.429,1,0.000194,0.884970,0.092750,0.011282,0.010805
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466101.jpg,happy,4,happy,4.877,1,0.000105,0.974358,0.017050,0.003514,0.004973
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466267.jpg,happy,4,happy,4.975,1,0.000038,0.994508,0.002312,0.000829,0.002312
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466478.jpg,happy,4,happy,4.990,1,0.000032,0.998038,0.000291,0.000143,0.001496
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466671.jpg,happy,4,happy,4.989,1,0.000030,0.997716,0.000319,0.000170,0.001764
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466875.jpg,happy,4,happy,4.989,1,0.000034,0.997808,0.000272,0.000135,0.001752
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467078.jpg,happy,4,happy,4.984,1,0.000039,0.996745,0.000419,0.000159,0.002638
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467275.jpg,happy,4,happy,4.991,1,0.000041,0.998147,0.000374,0.000253,0.001185
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467479.jpg,happy,4,happy,4.991,1,0.000080,0.998017,0.000490,0.000609,0.000803
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467667.jpg,happy,4,happy,4.987,1,0.000037,0.997399,0.000473,0.000229,0.001861
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467868.jpg,happy,4,happy,4.986,1,0.000032,0.997145,0.000453,0.000228,0.002141
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468065.jpg,happy,4,happy,4.984,1,0.000038,0.996713,0.000476,0.000192,0.002581
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468276.jpg,happy,4,happy,4.984,1,0.000037,0.996775,0.000457,0.000171,0.002561
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468479.jpg,happy,4,happy,4.983,1,0.000039,0.996647,0.000469,0.000196,0.002648
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468678.jpg,happy,4,happy,4.986,1,0.000042,0.997138,0.000398,0.000191,0.002231
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468874.jpg,happy,4,happy,4.982,1,0.000041,0.996373,0.000517,0.000242,0.002826
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469075.jpg,happy,4,happy,4.987,1,0.000030,0.997298,0.000408,0.000218,0.002047
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469273.jpg,happy,4,happy,4.984,1,0.000036,0.996816,0.000427,0.000202,0.002519
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469484.jpg,happy,4,happy,4.979,1,0.000039,0.995817,0.000450,0.000141,0.003553
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469675.jpg,happy,4,happy,4.977,1,0.000045,0.995497,0.000431,0.000145,0.003881
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469865.jpg,happy,4,happy,4.985,1,0.000038,0.996957,0.000316,0.000129,0.002561
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470067.jpg,happy,4,happy,4.987,1,0.000039,0.997311,0.000426,0.000171,0.002054
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470266.jpg,happy,4,happy,4.983,1,0.000035,0.996554,0.000537,0.000211,0.002663
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470479.jpg,happy,4,happy,4.982,1,0.000038,0.996457,0.000476,0.000146,0.002882
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470678.jpg,happy,4,happy,4.983,1,0.000038,0.996595,0.000449,0.000151,0.002768
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470873.jpg,happy,4,happy,4.982,1,0.000038,0.996467,0.000450,0.000161,0.002884
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471077.jpg,happy,4,happy,4.980,1,0.000041,0.996054,0.000451,0.000122,0.003332
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471277.jpg,happy,4,happy,4.981,1,0.000033,0.996196,0.000417,0.000135,0.003219
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471479.jpg,happy,4,happy,4.982,1,0.000036,0.996308,0.000457,0.000170,0.003030
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471670.jpg,happy,4,happy,4.981,1,0.000041,0.996198,0.000399,0.000144,0.003218
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471867.jpg,happy,4,happy,4.981,1,0.000038,0.996203,0.000459,0.000170,0.003131
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036472067.jpg,happy,4,happy,4.981,1,0.000033,0.996222,0.000387,0.000132,0.003226
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473140.jpg,happy,5,happy,4.984,1,0.000036,0.996781,0.000334,0.000121,0.002729
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473302.jpg,happy,5,happy,4.993,1,0.000039,0.998516,0.000166,0.000112,0.001168
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473500.jpg,happy,5,happy,4.993,1,0.000046,0.998614,0.000148,0.000179,0.001012
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473711.jpg,happy,5,happy,4.994,1,0.000033,0.998744,0.000124,0.000137,0.000961
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473913.jpg,happy,5,happy,4.992,1,0.000027,0.998459,0.000142,0.000122,0.001250
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474114.jpg,happy,5,happy,4.991,1,0.000026,0.998242,0.000087,0.000058,0.001587
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474309.jpg,happy,5,happy,4.993,1,0.000027,0.998538,0.000078,0.000055,0.001302
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474511.jpg,happy,5,happy,4.992,1,0.000028,0.998504,0.000104,0.000087,0.001277
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474709.jpg,happy,5,happy,4.994,1,0.000028,0.998771,0.000119,0.000116,0.000966
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474911.jpg,happy,5,happy,4.994,1,0.000024,0.998748,0.000122,0.000124,0.000983
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475102.jpg,happy,5,happy,4.994,1,0.000028,0.998760,0.000103,0.000115,0.000994
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475300.jpg,happy,5,happy,4.992,1,0.000030,0.998481,0.000129,0.000155,0.001205
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475500.jpg,happy,5,happy,4.992,1,0.000030,0.998415,0.000098,0.000081,0.001377
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475709.jpg,happy,5,happy,4.992,1,0.000022,0.998443,0.000129,0.000108,0.001297
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475907.jpg,happy,5,happy,4.992,1,0.000030,0.998416,0.000146,0.000102,0.001307
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476109.jpg,happy,5,happy,4.993,1,0.000026,0.998591,0.000102,0.000100,0.001180
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476310.jpg,happy,5,happy,4.993,1,0.000024,0.998644,0.000113,0.000142,0.001077
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476511.jpg,happy,5,happy,4.991,1,0.000029,0.998131,0.000168,0.000200,0.001472
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476709.jpg,happy,5,happy,4.993,1,0.000022,0.998513,0.000134,0.000097,0.001234
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476911.jpg,happy,5,happy,4.990,1,0.000030,0.998076,0.000162,0.000157,0.001575
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477112.jpg,happy,5,happy,4.993,1,0.000027,0.998536,0.000139,0.000140,0.001159
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477309.jpg,happy,5,happy,4.990,1,0.000037,0.998072,0.000148,0.000175,0.001569
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477513.jpg,happy,5,happy,4.988,1,0.000038,0.997649,0.000190,0.000224,0.001900
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477709.jpg,happy,5,happy,4.994,1,0.000036,0.998700,0.000138,0.000202,0.000924
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477909.jpg,happy,5,happy,4.992,1,0.000037,0.998301,0.000192,0.000239,0.001232
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478111.jpg,happy,5,happy,4.993,1,0.000030,0.998637,0.000171,0.000245,0.000917
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478308.jpg,happy,5,happy,4.993,1,0.000027,0.998569,0.000151,0.000167,0.001086
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478513.jpg,happy,5,happy,4.992,1,0.000027,0.998457,0.000175,0.000196,0.001144
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478712.jpg,happy,5,happy,4.990,1,0.000027,0.998012,0.000172,0.000149,0.001640
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478910.jpg,happy,5,happy,4.990,1,0.000025,0.998021,0.000197,0.000162,0.001594
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036479111.jpg,happy,5,happy,4.990,1,0.000027,0.997931,0.000213,0.000155,0.001673
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036482841.jpg,sad,1,neutral,N/A,0,0.000702,0.001405,0.885567,0.109006,0.003320
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483009.jpg,sad,1,neutral,N/A,0,0.000786,0.000958,0.906659,0.087472,0.004126
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483213.jpg,sad,1,neutral,N/A,0,0.000932,0.001745,0.789604,0.200854,0.006864
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483414.jpg,sad,1,neutral,N/A,0,0.000730,0.001288,0.807278,0.187075,0.003629
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483612.jpg,sad,1,neutral,N/A,0,0.000844,0.001023,0.824176,0.170584,0.003373
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483812.jpg,sad,1,sad,3.333,1,0.000777,0.001787,0.317340,0.678357,0.001739
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484011.jpg,sad,1,neutral,N/A,0,0.000400,0.000961,0.807619,0.189844,0.001176
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484215.jpg,sad,1,neutral,N/A,0,0.000428,0.000967,0.841075,0.156246,0.001283
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484413.jpg,sad,1,neutral,N/A,0,0.000502,0.000971,0.869106,0.128305,0.001116
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484608.jpg,sad,1,neutral,N/A,0,0.000306,0.000779,0.861740,0.135887,0.001288
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484813.jpg,sad,1,neutral,N/A,0,0.000351,0.000867,0.873138,0.124043,0.001601
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036485009.jpg,sad,1,neutral,N/A,0,0.000326,0.000873,0.861304,0.136094,0.001404
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036485207.jpg,sad,1,neutral,N/A,0,0.000457,0.000852,0.853369,0.144197,0.001125
