frame_path,true_label,true_intensity,predicted_label,predicted_intensity,correct_label,prob_angry,prob_happy,prob_neutral,prob_sad,prob_surprised
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450766.jpg,happy,2,happy,2.595,1,0.000074,0.999726,0.000083,0.000069,0.000048
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450973.jpg,happy,2,happy,3.466,1,0.000057,0.999793,0.000056,0.000052,0.000042
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451176.jpg,happy,2,happy,3.458,1,0.000054,0.999793,0.000061,0.000047,0.000045
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451375.jpg,happy,2,happy,2.850,1,0.000080,0.999747,0.000066,0.000058,0.000048
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451577.jpg,happy,2,happy,3.093,1,0.000072,0.999766,0.000061,0.000059,0.000043
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451776.jpg,happy,2,happy,3.401,1,0.000060,0.999788,0.000056,0.000051,0.000044
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451973.jpg,happy,2,happy,3.726,1,0.000053,0.999814,0.000050,0.000046,0.000037
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452172.jpg,happy,2,happy,3.194,1,0.000054,0.999774,0.000072,0.000053,0.000046
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452377.jpg,happy,2,happy,3.235,1,0.000061,0.999775,0.000061,0.000056,0.000046
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452574.jpg,happy,2,happy,3.104,1,0.000066,0.999765,0.000066,0.000049,0.000053
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452776.jpg,happy,2,happy,3.335,1,0.000060,0.999783,0.000058,0.000054,0.000045
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452974.jpg,happy,2,happy,3.706,1,0.000045,0.999812,0.000049,0.000053,0.000041
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453178.jpg,happy,2,happy,3.194,1,0.000064,0.999772,0.000060,0.000056,0.000047
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453372.jpg,happy,2,happy,3.095,1,0.000061,0.999765,0.000069,0.000051,0.000055
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453579.jpg,happy,2,happy,3.216,1,0.000052,0.999778,0.000078,0.000043,0.000049
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453774.jpg,happy,2,happy,3.269,1,0.000061,0.999779,0.000066,0.000046,0.000049
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453974.jpg,happy,2,happy,2.812,1,0.000070,0.999741,0.000070,0.000071,0.000048
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454176.jpg,happy,2,happy,2.856,1,0.000039,0.999756,0.000107,0.000043,0.000055
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454374.jpg,happy,2,happy,2.974,1,0.000075,0.999756,0.000063,0.000062,0.000044
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454565.jpg,happy,2,happy,3.250,1,0.000061,0.999777,0.000066,0.000049,0.000047
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454763.jpg,happy,2,happy,2.960,1,0.000076,0.999756,0.000065,0.000059,0.000044
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454964.jpg,happy,2,happy,2.704,1,0.000080,0.999735,0.000075,0.000062,0.000048
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455173.jpg,happy,2,happy,3.224,1,0.000063,0.999775,0.000066,0.000053,0.000043
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455377.jpg,happy,2,happy,2.463,1,0.000090,0.999717,0.000079,0.000068,0.000046
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455566.jpg,happy,2,happy,3.135,1,0.000072,0.999769,0.000062,0.000052,0.000045
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455766.jpg,happy,2,happy,3.435,1,0.000049,0.999792,0.000063,0.000056,0.000040
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455965.jpg,happy,2,happy,1.826,1,0.000050,0.999683,0.000156,0.000053,0.000058
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456172.jpg,happy,2,happy,3.466,1,0.000057,0.999794,0.000060,0.000048,0.000042
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456376.jpg,happy,2,happy,2.641,1,0.000061,0.999736,0.000102,0.000053,0.000047
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456565.jpg,happy,2,happy,3.277,1,0.000056,0.999780,0.000068,0.000043,0.000053
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036458709.jpg,happy,3,happy,3.658,1,0.000027,0.999814,0.000048,0.000072,0.000040
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036458876.jpg,happy,3,happy,3.877,1,0.000031,0.999827,0.000054,0.000040,0.000049
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459072.jpg,happy,3,happy,3.409,1,0.000035,0.999791,0.000067,0.000047,0.000060
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459272.jpg,happy,3,happy,4.084,1,0.000034,0.999851,0.000044,0.000027,0.000043
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459478.jpg,happy,3,happy,4.030,1,0.000035,0.999839,0.000051,0.000030,0.000045
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459673.jpg,happy,3,happy,3.392,1,0.000053,0.999790,0.000068,0.000036,0.000052
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459879.jpg,happy,3,happy,3.335,1,0.000042,0.999788,0.000078,0.000041,0.000051
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460077.jpg,happy,3,happy,3.229,1,0.000048,0.999778,0.000076,0.000043,0.000055
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460277.jpg,happy,3,happy,3.125,1,0.000040,0.999771,0.000081,0.000050,0.000059
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460478.jpg,happy,3,happy,2.188,1,0.000051,0.999703,0.000121,0.000054,0.000070
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460674.jpg,happy,3,happy,2.280,1,0.000054,0.999709,0.000113,0.000051,0.000073
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460876.jpg,happy,3,happy,3.250,1,0.000054,0.999780,0.000074,0.000044,0.000049
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461079.jpg,happy,3,happy,3.129,1,0.000042,0.999771,0.000080,0.000047,0.000060
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461277.jpg,happy,3,happy,2.991,1,0.000047,0.999760,0.000082,0.000054,0.000057
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461476.jpg,happy,3,happy,3.805,1,0.000042,0.999822,0.000058,0.000037,0.000041
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461676.jpg,happy,3,happy,3.767,1,0.000050,0.999819,0.000059,0.000033,0.000039
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461873.jpg,happy,3,happy,3.650,1,0.000058,0.999811,0.000064,0.000032,0.000036
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462076.jpg,happy,3,happy,3.608,1,0.000040,0.999806,0.000061,0.000039,0.000054
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462270.jpg,happy,3,happy,2.862,1,0.000045,0.999752,0.000091,0.000051,0.000062
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462465.jpg,happy,3,happy,2.160,1,0.000056,0.999699,0.000115,0.000063,0.000067
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462664.jpg,happy,3,happy,2.793,1,0.000041,0.999748,0.000099,0.000052,0.000059
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462878.jpg,happy,3,happy,3.123,1,0.000041,0.999770,0.000063,0.000047,0.000079
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463073.jpg,happy,3,happy,3.514,1,0.000053,0.999797,0.000057,0.000043,0.000050
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463273.jpg,happy,3,happy,3.496,1,0.000055,0.999797,0.000062,0.000040,0.000046
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463478.jpg,happy,3,happy,3.752,1,0.000046,0.999816,0.000048,0.000039,0.000051
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463675.jpg,happy,3,happy,3.484,1,0.000052,0.999795,0.000059,0.000040,0.000053
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463878.jpg,happy,3,happy,3.165,1,0.000063,0.999769,0.000061,0.000045,0.000062
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464074.jpg,happy,3,happy,3.490,1,0.000054,0.999795,0.000049,0.000045,0.000057
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464275.jpg,happy,3,happy,3.648,1,0.000041,0.999808,0.000055,0.000041,0.000055
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464477.jpg,happy,3,happy,3.602,1,0.000041,0.999805,0.000058,0.000044,0.000052
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464675.jpg,happy,3,happy,3.373,1,0.000057,0.999786,0.000061,0.000045,0.000051
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466101.jpg,happy,4,happy,3.578,1,0.000035,0.999806,0.000045,0.000068,0.000046
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466267.jpg,happy,4,happy,3.651,1,0.000040,0.999811,0.000034,0.000064,0.000050
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466478.jpg,happy,4,happy,3.837,1,0.000045,0.999825,0.000024,0.000049,0.000057
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466671.jpg,happy,4,happy,3.877,1,0.000044,0.999829,0.000023,0.000045,0.000059
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466875.jpg,happy,4,happy,4.084,1,0.000038,0.999845,0.000021,0.000042,0.000053
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467078.jpg,happy,4,happy,3.762,1,0.000043,0.999822,0.000023,0.000040,0.000071
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467275.jpg,happy,4,happy,3.919,1,0.000039,0.999834,0.000024,0.000039,0.000063
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467479.jpg,happy,4,happy,3.890,1,0.000037,0.999832,0.000024,0.000039,0.000068
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467667.jpg,happy,4,happy,4.084,1,0.000034,0.999863,0.000021,0.000029,0.000053
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467868.jpg,happy,4,happy,3.787,1,0.000042,0.999823,0.000027,0.000042,0.000066
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468065.jpg,happy,4,happy,3.703,1,0.000044,0.999816,0.000031,0.000044,0.000065
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468276.jpg,happy,4,happy,3.955,1,0.000041,0.999835,0.000027,0.000038,0.000059
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468479.jpg,happy,4,happy,4.084,1,0.000039,0.999847,0.000026,0.000029,0.000059
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468678.jpg,happy,4,happy,4.084,1,0.000037,0.999853,0.000026,0.000031,0.000052
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468874.jpg,happy,4,happy,4.008,1,0.000040,0.999839,0.000028,0.000035,0.000058
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469075.jpg,happy,4,happy,3.945,1,0.000037,0.999836,0.000028,0.000035,0.000064
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469273.jpg,happy,4,happy,4.030,1,0.000036,0.999842,0.000029,0.000036,0.000059
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469484.jpg,happy,4,happy,3.635,1,0.000039,0.999813,0.000032,0.000042,0.000075
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469675.jpg,happy,4,happy,4.071,1,0.000035,0.999845,0.000025,0.000035,0.000060
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469865.jpg,happy,4,happy,3.878,1,0.000044,0.999829,0.000024,0.000042,0.000061
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470067.jpg,happy,4,happy,4.084,1,0.000038,0.999856,0.000022,0.000033,0.000052
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470266.jpg,happy,4,happy,3.810,1,0.000038,0.999825,0.000032,0.000038,0.000067
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470479.jpg,happy,4,happy,4.080,1,0.000034,0.999847,0.000026,0.000029,0.000063
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470678.jpg,happy,4,happy,4.084,1,0.000036,0.999857,0.000024,0.000029,0.000054
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470873.jpg,happy,4,happy,4.084,1,0.000036,0.999853,0.000026,0.000028,0.000056
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471077.jpg,happy,4,happy,4.084,1,0.000033,0.999865,0.000026,0.000025,0.000051
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471277.jpg,happy,4,happy,4.084,1,0.000036,0.999857,0.000024,0.000025,0.000057
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471479.jpg,happy,4,happy,4.084,1,0.000036,0.999867,0.000024,0.000025,0.000048
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471670.jpg,happy,4,happy,4.084,1,0.000037,0.999851,0.000028,0.000030,0.000054
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471867.jpg,happy,4,happy,4.084,1,0.000036,0.999856,0.000022,0.000027,0.000060
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036472067.jpg,happy,4,happy,4.084,1,0.000042,0.999855,0.000027,0.000029,0.000046
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473140.jpg,happy,5,happy,4.084,1,0.000038,0.999848,0.000021,0.000035,0.000057
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473302.jpg,happy,5,happy,3.002,1,0.000033,0.999764,0.000031,0.000081,0.000091
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473500.jpg,happy,5,happy,3.082,1,0.000032,0.999771,0.000022,0.000083,0.000093
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473711.jpg,happy,5,happy,2.181,1,0.000046,0.999703,0.000042,0.000086,0.000123
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473913.jpg,happy,5,happy,3.731,1,0.000044,0.999818,0.000023,0.000049,0.000066
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474114.jpg,happy,5,happy,3.844,1,0.000042,0.999828,0.000026,0.000035,0.000068
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474309.jpg,happy,5,happy,3.637,1,0.000045,0.999812,0.000031,0.000042,0.000070
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474511.jpg,happy,5,happy,2.892,1,0.000072,0.999754,0.000040,0.000044,0.000090
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474709.jpg,happy,5,happy,3.157,1,0.000067,0.999773,0.000038,0.000041,0.000080
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474911.jpg,happy,5,happy,3.926,1,0.000044,0.999833,0.000027,0.000039,0.000058
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475102.jpg,happy,5,happy,2.974,1,0.000069,0.999761,0.000034,0.000046,0.000090
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475300.jpg,happy,5,happy,2.862,1,0.000065,0.999751,0.000039,0.000056,0.000089
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475500.jpg,happy,5,happy,3.152,1,0.000057,0.999776,0.000039,0.000040,0.000089
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475709.jpg,happy,5,happy,3.721,1,0.000047,0.999817,0.000031,0.000041,0.000064
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475907.jpg,happy,5,happy,2.602,1,0.000067,0.999733,0.000048,0.000052,0.000101
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476109.jpg,happy,5,happy,3.357,1,0.000049,0.999790,0.000036,0.000045,0.000079
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476310.jpg,happy,5,happy,3.465,1,0.000051,0.999796,0.000035,0.000053,0.000066
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476511.jpg,happy,5,happy,3.340,1,0.000050,0.999787,0.000035,0.000055,0.000073
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476709.jpg,happy,5,happy,3.678,1,0.000050,0.999811,0.000032,0.000051,0.000057
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476911.jpg,happy,5,happy,3.893,1,0.000041,0.999829,0.000024,0.000049,0.000056
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477112.jpg,happy,5,happy,3.786,1,0.000046,0.999820,0.000033,0.000044,0.000056
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477309.jpg,happy,5,happy,2.986,1,0.000049,0.999763,0.000033,0.000062,0.000093
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477513.jpg,happy,5,happy,3.172,1,0.000048,0.999777,0.000032,0.000057,0.000086
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477709.jpg,happy,5,happy,2.684,1,0.000060,0.999738,0.000040,0.000065,0.000096
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036477909.jpg,happy,5,happy,3.001,1,0.000050,0.999764,0.000039,0.000053,0.000094
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478111.jpg,happy,5,happy,3.336,1,0.000047,0.999788,0.000035,0.000054,0.000076
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478308.jpg,happy,5,happy,3.581,1,0.000047,0.999806,0.000036,0.000042,0.000068
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478513.jpg,happy,5,happy,3.230,1,0.000051,0.999781,0.000037,0.000047,0.000084
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478712.jpg,happy,5,happy,3.692,1,0.000042,0.999817,0.000033,0.000034,0.000073
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036478910.jpg,happy,5,happy,3.541,1,0.000048,0.999804,0.000041,0.000036,0.000071
data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036479111.jpg,happy,5,happy,3.680,1,0.000046,0.999814,0.000037,0.000037,0.000066
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036482841.jpg,sad,1,sad,3.963,1,0.003055,0.000144,0.000452,0.995916,0.000434
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483009.jpg,sad,1,sad,3.963,1,0.002780,0.000154,0.000437,0.996240,0.000389
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483213.jpg,sad,1,sad,3.963,1,0.000726,0.000092,0.000255,0.998726,0.000201
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483414.jpg,sad,1,sad,3.963,1,0.001129,0.000106,0.000268,0.998200,0.000297
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483612.jpg,sad,1,sad,3.963,1,0.000463,0.000074,0.000183,0.999129,0.000151
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036483812.jpg,sad,1,sad,3.963,1,0.000130,0.000063,0.000184,0.999431,0.000192
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484011.jpg,sad,1,sad,3.963,1,0.000940,0.000153,0.000334,0.998274,0.000300
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484215.jpg,sad,1,sad,3.963,1,0.001590,0.000170,0.000367,0.997526,0.000347
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484413.jpg,sad,1,sad,3.963,1,0.001285,0.000245,0.000402,0.997720,0.000348
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484608.jpg,sad,1,sad,3.963,1,0.000082,0.000063,0.000182,0.999529,0.000143
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036484813.jpg,sad,1,sad,3.963,1,0.000107,0.000067,0.000192,0.999486,0.000148
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036485009.jpg,sad,1,sad,3.963,1,0.000158,0.000083,0.000189,0.999376,0.000194
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036485207.jpg,sad,1,sad,3.963,1,0.000211,0.000108,0.000206,0.999288,0.000187
data/personalization/salenatang/frames/20260517_124640/salenatang_sad_1_005_1779036485410.jpg,sad,1,sad,3.963,1,0.000175,0.000074,0.000218,0.999352,0.000182
