user_id,session_id,frame_path,timestamp_ms,emotion_label,intensity_label,prompt_id,prompt_text,split,face_detected
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036444479.jpg,1779036444479,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036444670.jpg,1779036444670,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036444873.jpg,1779036444873,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036445075.jpg,1779036445075,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036445270.jpg,1779036445270,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036445477.jpg,1779036445477,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036445673.jpg,1779036445673,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036445874.jpg,1779036445874,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446073.jpg,1779036446073,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446275.jpg,1779036446275,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446473.jpg,1779036446473,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446675.jpg,1779036446675,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036446874.jpg,1779036446874,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447071.jpg,1779036447071,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447276.jpg,1779036447276,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447464.jpg,1779036447464,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_1_000_1779036447663.jpg,1779036447663,happy,1,happy_1_000,Show a very slight smile and mild pleasantness.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450596.jpg,1779036450596,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450766.jpg,1779036450766,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036450973.jpg,1779036450973,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451176.jpg,1779036451176,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451375.jpg,1779036451375,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451577.jpg,1779036451577,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451776.jpg,1779036451776,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036451973.jpg,1779036451973,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452172.jpg,1779036452172,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452377.jpg,1779036452377,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452574.jpg,1779036452574,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452776.jpg,1779036452776,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036452974.jpg,1779036452974,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453178.jpg,1779036453178,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453372.jpg,1779036453372,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453579.jpg,1779036453579,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453774.jpg,1779036453774,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036453974.jpg,1779036453974,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454176.jpg,1779036454176,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454374.jpg,1779036454374,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454565.jpg,1779036454565,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454763.jpg,1779036454763,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036454964.jpg,1779036454964,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455173.jpg,1779036455173,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455377.jpg,1779036455377,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455566.jpg,1779036455566,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455766.jpg,1779036455766,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036455965.jpg,1779036455965,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456172.jpg,1779036456172,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456376.jpg,1779036456376,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_2_001_1779036456565.jpg,1779036456565,happy,2,happy_2_001,Think of something funny and show a gentle happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036458709.jpg,1779036458709,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036458876.jpg,1779036458876,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459072.jpg,1779036459072,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459272.jpg,1779036459272,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459478.jpg,1779036459478,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459673.jpg,1779036459673,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036459879.jpg,1779036459879,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460077.jpg,1779036460077,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460277.jpg,1779036460277,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460478.jpg,1779036460478,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460674.jpg,1779036460674,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036460876.jpg,1779036460876,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461079.jpg,1779036461079,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461277.jpg,1779036461277,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461476.jpg,1779036461476,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461676.jpg,1779036461676,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036461873.jpg,1779036461873,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462076.jpg,1779036462076,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462270.jpg,1779036462270,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462465.jpg,1779036462465,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462664.jpg,1779036462664,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036462878.jpg,1779036462878,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463073.jpg,1779036463073,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463273.jpg,1779036463273,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463478.jpg,1779036463478,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463675.jpg,1779036463675,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036463878.jpg,1779036463878,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464074.jpg,1779036464074,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464275.jpg,1779036464275,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464477.jpg,1779036464477,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_3_002_1779036464675.jpg,1779036464675,happy,3,happy_3_002,Think of something that makes you feel fulfilled or satisfied.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466101.jpg,1779036466101,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466267.jpg,1779036466267,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466478.jpg,1779036466478,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466671.jpg,1779036466671,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036466875.jpg,1779036466875,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467078.jpg,1779036467078,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467275.jpg,1779036467275,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467479.jpg,1779036467479,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467667.jpg,1779036467667,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036467868.jpg,1779036467868,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468065.jpg,1779036468065,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468276.jpg,1779036468276,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468479.jpg,1779036468479,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468678.jpg,1779036468678,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036468874.jpg,1779036468874,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469075.jpg,1779036469075,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469273.jpg,1779036469273,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469484.jpg,1779036469484,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469675.jpg,1779036469675,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036469865.jpg,1779036469865,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470067.jpg,1779036470067,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470266.jpg,1779036470266,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470479.jpg,1779036470479,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470678.jpg,1779036470678,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036470873.jpg,1779036470873,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471077.jpg,1779036471077,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471277.jpg,1779036471277,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471479.jpg,1779036471479,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471670.jpg,1779036471670,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036471867.jpg,1779036471867,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_4_003_1779036472067.jpg,1779036472067,happy,4,happy_4_003,Show a strong happy expression with a bigger smile.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473140.jpg,1779036473140,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473302.jpg,1779036473302,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473500.jpg,1779036473500,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473711.jpg,1779036473711,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036473913.jpg,1779036473913,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474114.jpg,1779036474114,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474309.jpg,1779036474309,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474511.jpg,1779036474511,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474709.jpg,1779036474709,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036474911.jpg,1779036474911,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475102.jpg,1779036475102,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475300.jpg,1779036475300,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,val,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475500.jpg,1779036475500,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475709.jpg,1779036475709,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036475907.jpg,1779036475907,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476109.jpg,1779036476109,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476310.jpg,1779036476310,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476511.jpg,1779036476511,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
salenatang,20260517_124640,data/personalization/salenatang/frames/20260517_124640/salenatang_happy_5_004_1779036476709.jpg,1779036476709,happy,5,happy_5_004,Recall one of your happiest memories and show your strongest happy expression.,train,1
